,,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude,text1,text2,text3,text4,text5,text6,text7,text8,text9,text10,text11,text12,text13,text14,text15,text16,text17,text18,text19,text20,text21,text22,text23,text24,text25,text26,text27,text28,text29,text30,text31,text32,text33,text34,text35,text36,text37,text38,text39,text40,text41,text42,text43,text44,text45,text46,text47,text48,text49,text50,text51,text52,text53,text54,text55,text56,text57,text58,text59,text60,text61,text62,text63,text64,text65,text66,text67,text68,text69,text70,text71,text72,text73,text74,text75,text76,text77,text78,text79,text80,text81,text82,text83,text84,text85,text86,text87,text88,text89,text90,text91,text92,text93,text94,text95,text96,text97,text98,text99,text100,text101,text102,text103,text104,text105,text106,text107,text108,text109,text110,text111,text112,text113,text114
6297,,FALSE,1,NA,28/9/2018 3:26,TRUE,NA,1.04551E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",JPan77,1,FALSE,FALSE,NA,NA,#Kavanaugh,:,I swear  to God...,In,the,name,of,god,we,excused,slavery,burnt,people,performed,genocides,abused<U+2026>,https://t.co/lJj7FkOO3H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6298,,FALSE,0,NA,28/9/2018 3:26,FALSE,NA,1.04551E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Hines1977,31,TRUE,FALSE,NA,NA,RT,@FoxNewsInsider:,'Man,on,Fire':,@TuckerCarlson,Says,#Kavanaugh,Appeared,'Transformed',at,Hearing,Confronted,Dems',Hypocrisy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6299,,FALSE,0,NA,28/9/2018 3:26,FALSE,NA,1.04551E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ElleYork2,1,TRUE,FALSE,NA,NA,RT,@misskellystrait:,Any,company,with,an,HR,department,would,pass,on,#Kavanaugh,after,the,first,allegation.,We're,talking,about,giving,him<U+2026>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6300,,FALSE,0,NA,28/9/2018 3:26,FALSE,NA,1.04551E+18,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",schulie63,557,TRUE,FALSE,NA,NA,RT,@qanon76:,I,certainly,hope,today<U+2019>s,pathetic,and,despicable,display,(by,the,Left),will,wake,you,up,and,get,you,out,to,the,polls,to,vote!<U+2026>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6301,,FALSE,0,NA,28/9/2018 3:26,FALSE,NA,1.04551E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Warmustbeend123,141,TRUE,FALSE,NA,NA,RT,@waltb31:,.@SenatorCollins,@lisamurkowski,@JeffFlake,@JoeManchinWV,Ok,you,four.,It,comes,down,to,this.,If,you,vote,for,#Kavanaugh,you,a<U+2026>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6302,,FALSE,0,NA,28/9/2018 3:26,FALSE,NA,1.04551E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Karmicharm,14,TRUE,FALSE,NA,NA,RT,@FeralCil:,@sahilkapur,@iproposethis,Thanks,@GovCharlieBaker,@GovJohnKasich,@GovLarryHogan,Fair,minded,Americans,actually,want,the,truth<U+2026>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6303,,FALSE,0,NA,28/9/2018 3:26,FALSE,NA,1.04551E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",TheConservitar3,1090,TRUE,FALSE,NA,NA,RT,@ScottPresler:,For,as,long,as,I,live,I'll,never,forget,watching,Judge,Brett,Kavanaugh,pleading,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6304,,FALSE,0,NA,28/9/2018 3:26,FALSE,NA,1.04551E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",s_crabtree,8293,TRUE,FALSE,NA,NA,RT,@MalcolmNance:,#Kavanaugh,visible,arrogance,unchecked,public,rage,and,haughty,sense,of,entitlement,is,disgraceful.,This,great,nation,de<U+2026>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6305,,FALSE,0,NA,28/9/2018 3:26,FALSE,NA,1.04551E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",TheRant14,0,FALSE,FALSE,NA,NA,BREAKING:,<U+201C>We,Have,The,Votes<U+201D>,https://t.co/RHPv7Xdrss,#BreakingNews,#Kavanaugh,#KanavaughHearings,#News,#Politics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6306,,FALSE,0,NA,28/9/2018 3:26,FALSE,NA,1.04551E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",blaksunshine79,4854,TRUE,FALSE,NA,NA,RT,@JohnKasich:,My,statement,on,Judge,#Kavanaugh's,nomination,to,the,U.S.,Supreme,Court:,https://t.co/zw53NY9yeL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6307,,FALSE,0,NA,28/9/2018 3:26,FALSE,NA,1.04551E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Lolalb82,141,TRUE,FALSE,NA,NA,RT,@waltb31:,.@SenatorCollins,@lisamurkowski,@JeffFlake,@JoeManchinWV,Ok,you,four.,It,comes,down,to,this.,If,you,vote,for,#Kavanaugh,you,a<U+2026>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6308,,FALSE,0,NA,28/9/2018 3:26,FALSE,NA,1.04551E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",fanniew08,399,TRUE,FALSE,NA,NA,RT,@EvelynALizette:,As,a,woman,I'll,be,devastated,if,#Kavanaugh,is,confirmed.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6309,,FALSE,0,NA,28/9/2018 3:26,FALSE,NA,1.04551E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",Amk150co,108,TRUE,FALSE,NA,NA,RT,@DaShanneStokes:,If,Kavanaugh,can't,maintain,his,composure,during,his,job,interview,how,on,Earth,is,he,fit,to,sit,in,the,Supreme,Court?<U+2026>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6310,,FALSE,0,NA,28/9/2018 3:26,FALSE,NA,1.04551E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",goejules13,681,TRUE,FALSE,NA,NA,RT,@mitchellreports:,#Kavanaugh,opened,the,door,to,an,FBI,investigation,in,his,opening,statement,when,he,said,this:,<U+201C>When,this,allegation,f<U+2026>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6311,,FALSE,0,NA,28/9/2018 3:26,FALSE,NA,1.04551E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",HelenMaryMe,2473,TRUE,FALSE,NA,NA,RT,@RepSwalwell:,By,most,accounts,the,<U+2018>91,Anita,Hill,hearing,for,Justice,Thomas,was,a,disgrace.,The,story,of,America,is,progress.,Over,20<U+2026>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6312,,FALSE,0,NA,28/9/2018 3:26,FALSE,NA,1.04551E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2420Tigress,190,TRUE,FALSE,NA,NA,RT,@45IsMyGuy2020:,#ThankYou,@LindseyGrahamSC,for,stepping,up,and,expressing,what,a,majority,of,Americans,feel.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6313,,FALSE,0,NA,28/9/2018 3:26,FALSE,NA,1.04551E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",MicheleSteigne3,196,TRUE,FALSE,NA,NA,RT,@ScottPresler:,Let,it,be,so.,<U+0001F64F>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6314,,FALSE,0,NA,28/9/2018 3:26,FALSE,NA,1.04551E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",lukas1251,147,TRUE,FALSE,NA,NA,RT,@pollsofpolitics:,Have,the,#Democrats,gone,to,far,trying,to,block,@realDonaldTrump's,#SCOTUS,pick,#Kavanaugh,from,confirmation???,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6315,,FALSE,0,NA,28/9/2018 3:26,TRUE,NA,1.04551E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",matikolb,0,FALSE,FALSE,NA,NA,The,crucial,senators:,two,moderate,Republican,women,and,two,Democrats,from,Trump-loving,states,up,for,re-election<U+2026>,https://t.co/luGKghYZR7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6316,,FALSE,0,NA,28/9/2018 3:26,FALSE,NA,1.04551E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",whatswrongwth,8293,TRUE,FALSE,NA,NA,RT,@MalcolmNance:,#Kavanaugh,visible,arrogance,unchecked,public,rage,and,haughty,sense,of,entitlement,is,disgraceful.,This,great,nation,de<U+2026>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6317,,FALSE,0,NA,28/9/2018 3:26,FALSE,NA,1.04551E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",krisoli19228352,96,TRUE,FALSE,NA,NA,RT,@SURGDissection:,Retweet,if,you,want,to,drink,a,beer,with,Justice,@BrettKavanaugh,<U+0001F37B>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6318,,FALSE,0,NA,28/9/2018 3:26,FALSE,NA,1.04551E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Warmustbeend123,32,TRUE,FALSE,NA,NA,RT,@waltb31:,If,you,four,do,vote,for,#Kavanaugh,how,do,you,reconcile,his,refusal,to,submit,to,an,@FBI,investigation?,It<U+2019>s,not,a,timing,iss<U+2026>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6319,,FALSE,0,NA,28/9/2018 3:26,FALSE,NA,1.04551E+18,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",rpmmasaya,111,TRUE,FALSE,NA,NA,RT,@AllenWest:,ICYMI:,I,had,quite,a,few,things,to,say,about,today's,#KavanaughConfirmation,hearing:,https://t.co/o91ao1Q9CN,#tcot,#Kavanaugh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6320,,FALSE,0,NA,28/9/2018 3:26,FALSE,NA,1.04551E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Kim_CentralCA,4,TRUE,FALSE,NA,NA,RT,@AprilLaJune:,#Democrats,always,have,something,dirty,they,do,in,retaliation.,Posting,personal,addresses.,These,people,sicken,me.,They,d<U+2026>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6321,,FALSE,0,NA,28/9/2018 3:26,FALSE,NA,1.04551E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ShariLPhelps,8,TRUE,FALSE,NA,NA,RT,@_ReaalAmerican_:,Hearings,for,#Kavanaugh,should,be,halted.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6322,,FALSE,0,NA,28/9/2018 3:26,FALSE,NA,1.04551E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",darrendcarroll,12731,TRUE,FALSE,NA,NA,RT,@NBedera:,I'm,a,sociologist,who,studies,adolescent,sexual,violence.,In,this,thread,I,offer,the,basic,facts,everyone,should,know,about,s<U+2026>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6323,,FALSE,0,NA,28/9/2018 3:26,FALSE,NA,1.04551E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",lady10314,26,TRUE,FALSE,NA,NA,RT,@dabeard:,How,Mark,Judge's,book,validates,Christine,Blasey,Ford's,timeline,of,when,she,was,sexually,assaulted.,#Kavanaugh's,own,calendar<U+2026>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6324,,FALSE,0,NA,28/9/2018 3:26,FALSE,NA,1.04551E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",ky_janet,1090,TRUE,FALSE,NA,NA,RT,@ScottPresler:,For,as,long,as,I,live,I'll,never,forget,watching,Judge,Brett,Kavanaugh,pleading,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6325,,FALSE,4,NA,28/9/2018 3:26,TRUE,NA,1.04551E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",fubaglady,5,FALSE,FALSE,NA,NA,WATCH:,@TedCruz,exposes,@SenFeinstein,during,#Kavanaugh,hearing,today,https://t.co/tNcDaS1QMB,Hey,@SenWhitehouse..<U+2026>,https://t.co/F0hIBlnJ4j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6326,,FALSE,0,NA,28/9/2018 3:26,FALSE,NA,1.04551E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",ramburner1,5,TRUE,FALSE,NA,NA,RT,@Patrici89257314:,Just,look,at,his,wife,!<U+0001F622><U+0001F622><U+0001F622>,God,this,is,a,crime,!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6327,,FALSE,0,NA,28/9/2018 3:26,FALSE,NA,1.04551E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ImMzMel,610,TRUE,FALSE,NA,NA,RT,@Lmchristi1:,While,listening,to,this,HONORABLE,MAN,#Kavanaugh,I,didn<U+2019>t,think,I,could,have,any,more,disdain,and,venom,for,the,disgusting<U+2026>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6328,,FALSE,0,NA,28/9/2018 3:26,FALSE,NA,1.04551E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",cdaone,8,TRUE,FALSE,NA,NA,RT,@IndivisibleDogs:,Dogs,don<U+2019>t,like,this,guy,either.,#kavanaugh,#StopKavanaughNow,https://t.co/U7B2gAswA7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6329,,FALSE,0,NA,28/9/2018 3:26,FALSE,NA,1.04551E+18,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",enlightndrogue,2551,TRUE,FALSE,NA,NA,RT,@MARINE_99ZULU:,Mrs.,#Kavanaugh,fighting,to,keep,her,bearing,and,not,completely,lose,it!,https://t.co/WkylOUfxtP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6330,,FALSE,0,NA,28/9/2018 3:26,FALSE,NA,1.04551E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",skyzthelimit1,2106,TRUE,FALSE,NA,NA,RT,@larryelder:,.@SenGillibrand,who,says,she,"believes Dr. Ford,",hangin',with,her,homies.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6331,,FALSE,0,NA,28/9/2018 3:26,FALSE,NA,1.04551E+18,NA,"<a href=""http://www.tweetcaster.com"" rel=""nofollow"">TweetCaster for Android</a>",LAeditor,61,TRUE,FALSE,NA,NA,RT,@dabeard:,Sitting,judge,lies,under,oath,doesn<U+2019>t,worry,about,losing,current,job,seeks,promotion.,Entitlement,thy,name,is,#Kavanaugh,<U+0001F447><U+0001F3FC><U+2026>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6332,,FALSE,0,NA,28/9/2018 3:26,FALSE,NA,1.04551E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",GartrellLinda,138,TRUE,FALSE,NA,NA,RT,@awaken_to_maga:,Thank,you,@LindseyGrahamSC,for,standing,up,for,an,honest,decent,man,in,the,face,of,great,adversity.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6333,,FALSE,0,WSJ,28/9/2018 3:26,TRUE,1.04551E+18,1.04551E+18,3108351,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",desert_Kim1,0,FALSE,FALSE,NA,NA,@WSJ,@DanHenninger,How,much,did,@gop,and,@realDonaldTrump,pay,you,to,write,this?,Big,add,in,paper?,Country,club,mem<U+2026>,https://t.co/ZhZSYrJbwp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6334,,FALSE,1,NA,28/9/2018 3:26,TRUE,NA,1.04551E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",JeffreyLuscombe,1,FALSE,FALSE,NA,NA,When,some,dick,tries,to,tell,you,the,Devil<U+2019>s,Triangle,is,a,drinking,game.#Kavanaugh,#KavanaughHearing<U+2026>,https://t.co/yhjmXTjooA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6335,,FALSE,0,NA,28/9/2018 3:26,FALSE,NA,1.04551E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Rickeyleetw,268,TRUE,FALSE,NA,NA,RT,@youlosenordys:,Amen,@LindseyGrahamSC,thank,you,for,calling,this,what,it,is.,An,UNETHICAL,SHAM.,The,evil,agenda,of,the,democrats,is,so,o<U+2026>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6336,,FALSE,3,NA,28/9/2018 3:26,TRUE,NA,1.04551E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",EmperorNorton,2,FALSE,FALSE,NA,NA,In,AA,they,call,the,kind,of,testimony,#Kavanaugh,gave,today,being on the pity pot.,That,makes,the,whole,GOP,his<U+2026>,https://t.co/kOSCWmsEEy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6337,,FALSE,0,NA,28/9/2018 3:26,FALSE,NA,1.04551E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realhenryk,1090,TRUE,FALSE,NA,NA,RT,@ScottPresler:,For,as,long,as,I,live,I'll,never,forget,watching,Judge,Brett,Kavanaugh,pleading,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6338,,FALSE,0,NA,28/9/2018 3:26,FALSE,NA,1.04551E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",DRDZRT,2581,TRUE,FALSE,NA,NA,RT,@howardfineman:,The,flawed,#Kavanaugh,hearing,worked,in,one,sense.,It,showed,him,as,he,really,is:,a,hot-tempered,ferociously,ambitious<U+2026>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6339,,FALSE,0,NA,28/9/2018 3:26,FALSE,NA,1.04551E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",mrsbumble97,123,TRUE,FALSE,NA,NA,RT,@45IsMyGuy2020:,<U+0001F525><U+0001F525><U+0001F525><U+0001F525>BREAKING<U+0001F525><U+0001F525><U+0001F525><U+0001F525>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6340,,FALSE,0,NA,28/9/2018 3:26,FALSE,NA,1.04551E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",ladieann,585,TRUE,FALSE,NA,NA,RT,@CaliDeplorable:,Who,do,you,believe?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6341,,FALSE,0,NA,28/9/2018 3:26,FALSE,NA,1.04551E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",MazurikL,298,TRUE,FALSE,NA,NA,RT,@darhar981:,<U+0001F4E3>#LindseyGraham,Explodes,On,#SenateCommittee,Over,#Kavanaugh,Process,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6342,,FALSE,0,NA,28/9/2018 3:26,FALSE,NA,1.04551E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",DWilliams1001,12,TRUE,FALSE,NA,NA,RT,@TheRealNews:,"It's clear that Judge #Kavanaugh feels deeply wronged by all of this, but it also wasn't terribly hard to see him as an a<U+2026>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6343,,FALSE,0,NA,28/9/2018 3:26,FALSE,NA,1.04551E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",shinote13,363,TRUE,FALSE,NA,NA,RT,@MyElectionHQ:,Do,you,believe,Brett,Kavanaugh,or,Christine,Blasey,Ford?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6344,,FALSE,0,NA,28/9/2018 3:26,FALSE,NA,1.04551E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",aleprechaunist,2,TRUE,FALSE,NA,NA,RT,@nurmiam:,#KavanaghHearings,Dr.,Ford,contacted,congressional,hotline,BEFORE,#Kavanaugh,was,picked,as,the,nominee!!,He,was,on,the,short,l<U+2026>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
