,,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude,text1,text2,text3,text4,text5,text6,text7,text8,text9,text10,text11,text12,text13,text14,text15,text16,text17,text18,text19,text20,text21,text22,text23,text24,text25,text26,text27,text28,text29,text30,text31,text32,text33,text34,text35,text36,text37,text38,text39,text40,text41,text42,text43,text44,text45,text46,text47,text48,text49,text50,text51,text52,text53,text54,text55,text56,text57,text58,text59,text60,text61,text62,text63,text64,text65,text66,text67,text68,text69,text70,text71,text72,text73,text74,text75,text76,text77,text78,text79,text80,text81,text82,text83,text84,text85,text86,text87,text88,text89,text90,text91,text92,text93,text94,text95,text96,text97,text98,text99,text100,text101,text102,text103,text104,text105,text106,text107,text108,text109,text110,text111,text112,text113,text114
873,,FALSE,0,NA,28/9/2018 3:46,FALSE,NA,1.04552E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",conservinca,6681,TRUE,FALSE,NA,NA,RT,@RealRonHaines:,Fox,News,Poll:,Record,number,of,voters,oppose,Kavanaugh,nomination.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
874,,FALSE,0,NA,28/9/2018 3:46,TRUE,NA,1.04552E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",JNorwich,0,FALSE,FALSE,NA,NA,#KavanaughConfirmationHearings,participant,most,receptive,to,a,due,diligence,investigation,is,a,female,citizen,&amp,vi<U+2026>,https://t.co/5HPMb2XjMJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
875,,FALSE,0,NA,28/9/2018 3:46,FALSE,NA,1.04552E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",curtmorehouse,0,FALSE,FALSE,NA,NA,Tomorrow,when,#Kavanaugh,is,confirmed,I<U+2019>m,toasting,him,and,@LindseyGrahamSC,with,a,<U+0001F37A>.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
876,,FALSE,0,NA,28/9/2018 3:46,FALSE,NA,1.04552E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",WintSunshine,2472,TRUE,FALSE,NA,NA,RT,@RepSwalwell:,By,most,accounts,the,<U+2018>91,Anita,Hill,hearing,for,Justice,Thomas,was,a,disgrace.,The,story,of,America,is,progress.,Over,20<U+2026>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
877,,FALSE,0,NA,28/9/2018 3:46,FALSE,NA,1.04552E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",TruthTe28389192,59,TRUE,FALSE,NA,NA,RT,@activist_mommy:,Couldn't,resist!,<U+0001F60F><U+0001F609>,#GrahamSlam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
878,,FALSE,0,NA,28/9/2018 3:46,FALSE,NA,1.04552E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",jolo_gzdogs,42,TRUE,FALSE,NA,NA,RT,@Parker_Rush:,#KAVANAUGH,claims,he,was,a,virgin,thru,high,school,&amp,years,beyond.,(Softball,TV,interview,on,Fox),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
879,,FALSE,0,dogjones,28/9/2018 3:46,FALSE,NA,1.04552E+18,20680721,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",philipsturner,0,FALSE,FALSE,NA,NA,@DogJones,is,a,No,on,#Kavanaugh.,https://t.co/xGJ5vzfQYi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
880,,FALSE,0,NA,28/9/2018 3:46,FALSE,NA,1.04552E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",LarryQuilici,363,TRUE,FALSE,NA,NA,RT,@MyElectionHQ:,Do,you,believe,Brett,Kavanaugh,or,Christine,Blasey,Ford?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
881,,FALSE,0,NA,28/9/2018 3:46,FALSE,NA,1.04552E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",ABillroth2,269,TRUE,FALSE,NA,NA,RT,@CB618444:,The,security,guard,should<U+2019>ve,broken,that<U+0001F4F1>,into,50,pieces.,No,respect.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
882,,FALSE,0,NA,28/9/2018 3:46,FALSE,NA,1.04552E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",mhsyoungdems15,202,TRUE,FALSE,NA,NA,RT,@MaricopaDems:,<U+201C>Vote,No,on,Kavanaugh<U+201D>.,Call,Senator,Flake<U+2019>s,Office,NOW!,202-224-4521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883,,FALSE,0,NA,28/9/2018 3:46,FALSE,NA,1.04552E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",PoliHerb,6681,TRUE,FALSE,NA,NA,RT,@RealRonHaines:,Fox,News,Poll:,Record,number,of,voters,oppose,Kavanaugh,nomination.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
884,,FALSE,0,NA,28/9/2018 3:46,FALSE,NA,1.04552E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",itsKimmyJ,1087,TRUE,FALSE,NA,NA,RT,@ScottPresler:,For,as,long,as,I,live,I'll,never,forget,watching,Judge,Brett,Kavanaugh,pleading,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
885,,FALSE,0,NA,28/9/2018 3:46,FALSE,NA,1.04552E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",reviewingstand,43,TRUE,FALSE,NA,NA,RT,@VABVOX:,Why,did,#Kavanaugh,lie,about,having,watched,Ford's,testimony?,It,obviously,helped,him,decide,how,to,go,after,Ford,as,a,tragic<U+2026>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
886,,FALSE,0,NA,28/9/2018 3:46,FALSE,NA,1.04552E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Demo_Doug,1797,TRUE,FALSE,NA,NA,RT,@larryelder:,Why,hasn't,@SenBooker,resigned?,After,all,he,admitted,committing,a,sexual,assault,when,he,was,15!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
887,,FALSE,0,NA,28/9/2018 3:46,FALSE,NA,1.04552E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Freedom_Girl_14,59,TRUE,FALSE,NA,NA,RT,@ALT_uscis:,The,senate,will,hold,a,floor,vote,for,#kavanaugh,THIS,SATURDAY,AT,NOON.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
888,,FALSE,0,NA,28/9/2018 3:46,FALSE,NA,1.04552E+18,NA,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for i<U+039F>S</a>",JeriLRyan,26,TRUE,FALSE,NA,NA,RT,@markaaltman:,God,I,wish,I,was,living,in,the,alternate,future,where,Hilary,was,President.,Can,you,believe,this,felgercarb?,#Kavanaugh,i<U+2026>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
889,,FALSE,0,NA,28/9/2018 3:46,FALSE,NA,1.04552E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",redisi56,957,TRUE,FALSE,NA,NA,RT,@prageru:,Do,you,believe,Brett,#Kavanaugh,should,be,confirmed?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
890,,FALSE,0,NA,28/9/2018 3:46,FALSE,NA,1.04552E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ETrumpgirl,202,TRUE,FALSE,NA,NA,RT,@edhenry:,New,from,Mark,Judge,#kavanaugh,https://t.co/kt5x0t90X8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
891,,FALSE,0,NA,28/9/2018 3:46,FALSE,NA,1.04552E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",believe433,32,TRUE,FALSE,NA,NA,RT,@waltb31:,If,you,four,do,vote,for,#Kavanaugh,how,do,you,reconcile,his,refusal,to,submit,to,an,@FBI,investigation?,It<U+2019>s,not,a,timing,iss<U+2026>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
892,,FALSE,0,NA,28/9/2018 3:46,FALSE,NA,1.04552E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",CharlotteVanyo,35,TRUE,FALSE,NA,NA,RT,@MarcelMcClinton:,THREAD:,I,was,watching,the,#Kavanaugh,hearings,during,classes,today,and,a,teacher,asked,my,opinion,on,Dr.,Ford<U+2019>s,alleg<U+2026>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
893,,FALSE,0,SenatorCollins,28/9/2018 3:46,FALSE,NA,1.04552E+18,19726613,"<a href=""https://twitterrific.com/ios"" rel=""nofollow"">Twitterrific for iOS</a>",cvbesq,0,FALSE,FALSE,NA,NA,@SenatorCollins,Please,vote,no,#Kavanaugh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
894,,FALSE,0,NA,28/9/2018 3:46,FALSE,NA,1.04552E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",unbrokeMs1,0,FALSE,FALSE,NA,NA,#Kavanaugh,has,a,face,like,a,______________,(fill,in,the,blank),https://t.co/9bLF9WqsTu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
895,,FALSE,0,NA,28/9/2018 3:46,FALSE,NA,1.04552E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",sassymouth7,263,TRUE,FALSE,NA,NA,RT,@GartrellLinda:,.Sen.Graham,spits,righteous,fire,&amp,brimstone,during,#Kavanaugh,hearing.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
896,,FALSE,0,NA,28/9/2018 3:46,FALSE,NA,1.04552E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",friocarrieo,68,TRUE,FALSE,NA,NA,RT,@WideAwake35:,I,believe,#DrBlaseyFord,is,mentally,troubled.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
897,,FALSE,0,NA,28/9/2018 3:46,TRUE,NA,1.04552E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",JoannaMMeyer,0,FALSE,FALSE,NA,NA,In,light,of,#MeToo,#SDG5,#Kavanaugh,#Trump,#Cosby,#UNReform,#NAME?,rest,of,similarly,themed,instances,I'm,wondering<U+2026>,https://t.co/TmD6fZgsV0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
898,,FALSE,0,NA,28/9/2018 3:46,FALSE,NA,1.04552E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",TurnipsMyDaddy,1,TRUE,FALSE,NA,NA,RT,@breitinet:,.@LindseyGrahamSC,is,shameful,if,he,believes,#kavanaugh,is,a,victim.,Stop,campaigning,for,AG,job,Linds!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
899,,FALSE,0,NA,28/9/2018 3:46,FALSE,NA,1.04552E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",samsaki33,42,TRUE,FALSE,NA,NA,RT,@PJStrikeForce:,A,Man,Who,Will,help,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900,,FALSE,0,NA,28/9/2018 3:46,FALSE,NA,1.04552E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",George4MAGA,6681,TRUE,FALSE,NA,NA,RT,@RealRonHaines:,Fox,News,Poll:,Record,number,of,voters,oppose,Kavanaugh,nomination.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901,,FALSE,0,NA,28/9/2018 3:46,FALSE,NA,1.04552E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",shoutgracegrace,202,TRUE,FALSE,NA,NA,RT,@edhenry:,New,from,Mark,Judge,#kavanaugh,https://t.co/kt5x0t90X8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
902,,FALSE,0,NA,28/9/2018 3:46,FALSE,NA,1.04552E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Fontana67714609,42,TRUE,FALSE,NA,NA,RT,@RanjeniM:,Small,mercies,is,SA:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
903,,FALSE,0,NA,28/9/2018 3:46,FALSE,NA,1.04552E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",springspatriot,1323,TRUE,FALSE,NA,NA,RT,@mikandynothem:,<U+0001F4A5>BAM<U+0001F4A5>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
904,,FALSE,0,NA,28/9/2018 3:46,FALSE,NA,1.04552E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",VetPatriot70,2668,TRUE,FALSE,NA,NA,RT,@Robfortrump2020:,Confirm,Kavanaugh,#ConfirmKavanaughNow,#Kavanaugh,#ConfirmKavanaugh,please,vote,please,retweet,everyone,for,a,high,vot<U+2026>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
905,,FALSE,0,JeffFlake,28/9/2018 3:46,TRUE,NA,1.04552E+18,16056306,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",iarephine,0,FALSE,FALSE,NA,NA,@JeffFlake,It's,not,that,difficult....Just,because,#Kavanaugh,cried,and,yelled,and,stomped,and,screamed...he's,got<U+2026>,https://t.co/lp8q7rMCM4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
906,,FALSE,0,NA,28/9/2018 3:46,FALSE,NA,1.04552E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",johnr7654,8287,TRUE,FALSE,NA,NA,RT,@MalcolmNance:,#Kavanaugh,visible,arrogance,unchecked,public,rage,and,haughty,sense,of,entitlement,is,disgraceful.,This,great,nation,de<U+2026>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907,,FALSE,0,NA,28/9/2018 3:46,FALSE,NA,1.04552E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",kevinlockett,17,TRUE,FALSE,NA,NA,RT,@VanJones68:,What,did,you,think,of,the,#Kavanaugh,hearing,today?,Post,a,video,selfie,and,add,the,hashtag<U+2014>,#VanJonesShow.,We,may,use,your<U+2026>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
908,,FALSE,0,NA,28/9/2018 3:46,FALSE,NA,1.04552E+18,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",hawaii171,824,TRUE,FALSE,NA,NA,RT,@HLAurora63:,The,country,should,be,weeping,at,what,this,honorable,man,is,being,put,through.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
909,,FALSE,0,NA,28/9/2018 3:46,FALSE,NA,1.04552E+18,NA,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for i<U+039F>S</a>",EdFocus,4,TRUE,FALSE,NA,NA,RT,@helenam123:,@senorrinhatch,@DavidAFrench,PLEASE,@SenatorCollins,@lisamurkowski,@JeffFlake,@JoeManchinWV,@SenatorHeitkamp,@SenatorTimSco<U+2026>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
910,,FALSE,0,NA,28/9/2018 3:46,FALSE,NA,1.04552E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Alleygarcia3,127,TRUE,FALSE,NA,NA,RT,@GayRepublicSwag:,Manchin...,vote,for,#Kavanaugh.,Of,all,the,Democrat,Senators,you're,probably,the,most,sane.,You,know,Kavanaugh,is,an,i<U+2026>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
911,,FALSE,0,NA,28/9/2018 3:46,FALSE,NA,1.04552E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Wenpav,2472,TRUE,FALSE,NA,NA,RT,@RepSwalwell:,By,most,accounts,the,<U+2018>91,Anita,Hill,hearing,for,Justice,Thomas,was,a,disgrace.,The,story,of,America,is,progress.,Over,20<U+2026>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
912,,FALSE,0,NA,28/9/2018 3:46,FALSE,NA,1.04552E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",burgostk85741,202,TRUE,FALSE,NA,NA,RT,@edhenry:,New,from,Mark,Judge,#kavanaugh,https://t.co/kt5x0t90X8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
913,,FALSE,0,NA,28/9/2018 3:46,FALSE,NA,1.04552E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",HopalongCassid1,0,FALSE,FALSE,NA,NA,Here's,how,the,dirty,Dems,smear,attempts,against,#Kavanaugh,worked,out.,https://t.co/I2BcD9sia4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
914,,FALSE,0,NA,28/9/2018 3:46,FALSE,NA,1.04552E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",_Rom8,202,TRUE,FALSE,NA,NA,RT,@edhenry:,New,from,Mark,Judge,#kavanaugh,https://t.co/kt5x0t90X8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
915,,FALSE,0,NA,28/9/2018 3:46,FALSE,NA,1.04552E+18,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",1Tommysmom1,2140,TRUE,FALSE,NA,NA,RT,@DrDenaGrayson:,<U+0001F631>WOW.,#Kavanaugh,completely,lost,his,composure.,He,is,simultaneously,YELLING,and,CRYING,then,interrupts,@SenFeinstein,a<U+2026>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
916,,FALSE,0,NA,28/9/2018 3:46,FALSE,NA,1.04552E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ArtfulDodger38,338,TRUE,FALSE,NA,NA,RT,@thedoo2u:,Congress,actually,just,went,into,@Wikipedia,and,changed,the,definition,of,#DevilsTriangle.,The,IP,address,listed,on,the,lates<U+2026>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
917,,FALSE,0,NA,28/9/2018 3:46,FALSE,NA,1.04552E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",putupafight,1,TRUE,FALSE,NA,NA,RT,@loondale:,@arloatbang,@putupafight,@SenFeinstein,I,wonder,how,angry,you'd,get,after,10,days,of,death,threats,against,your,family,and,ch<U+2026>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
918,,FALSE,0,NA,28/9/2018 3:46,FALSE,NA,1.04552E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",GeoffreyRowan,0,FALSE,FALSE,NA,NA,I,keep,thinking,#kavanaugh,reminds,me,of,someone,https://t.co/ovGXRr3Z3N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919,,FALSE,0,NA,28/9/2018 3:46,FALSE,NA,1.04552E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",shadowgrandma,32,TRUE,FALSE,NA,NA,RT,@millymoll171:,JUST,A,REMINDER,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
920,,FALSE,0,NA,28/9/2018 3:46,FALSE,NA,1.04552E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",liddabird,1,TRUE,FALSE,NA,NA,RT,@ErinNichollsArt:,#Kavanaugh,#KavanaughHearings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
921,,FALSE,0,NA,28/9/2018 3:46,FALSE,NA,1.04552E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",SHOPWHATUWANT2,53,TRUE,FALSE,NA,NA,RT,@MCCNP:,The,<U+201C>Guru<U+201D>,Ed,Rollins,just,threw,down,the,gauntlet,to,any,dissenter,republicans!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
